Dates;USGG2YR Index;ES1 Index;SX5E Index;DG FP Equity;;TTE FP Equity;;AI FP Equity;;EL FP Equity;;AIR FP Equity;;CS FP Equity;;CAP FP Equity;;SGO FP Equity;;HENKEL HB Equity;;ML FP Equity;;MC FP Equity;;ORA FP Equity;;SU FP Equity;;SAN FP Equity;;PUB FP Equity;;TE FP Equity;;NESN SW Equity;;GE US Equity;;AAPL US Equity;
Dates;PX_LAST;PX_LAST;PX_LAST;PX_LAST;PUT_IMP_VOL_30D;PX_LAST;PUT_IMP_VOL_30D;PX_LAST;PUT_IMP_VOL_30D;PX_LAST;PUT_IMP_VOL_30D;PX_LAST;PUT_IMP_VOL_30D;PX_LAST;PUT_IMP_VOL_30D;PX_LAST;PUT_IMP_VOL_30D;PX_LAST;PUT_IMP_VOL_30D;PX_LAST;PUT_IMP_VOL_30D;PX_LAST;PUT_IMP_VOL_30D;PX_LAST;PUT_IMP_VOL_30D;PX_LAST;PUT_IMP_VOL_30D;PX_LAST;PUT_IMP_VOL_30D;PX_LAST;PUT_IMP_VOL_30D;PX_LAST;PUT_IMP_VOL_30D;PX_LAST;PUT_IMP_VOL_30D;PX_LAST;PUT_IMP_VOL_30D;PX_LAST;PUT_IMP_VOL_30D;PX_LAST;PUT_IMP_VOL_30D
23/01/2012;0.2344;1311;2441.44;23.5929;28.557;18.7078;19.953;40.1208;22.107;47.5307;17.703;21.3318;25.791;5.9992;39.621;21.8542;39.303;23.4918;35.262;#N/A N/A;#N/A N/A;8.6474;34.04;85.31;25.166;5.0766;23.202;33.8227;35.48;33.649;19.824;26.0504;25.896;#N/A N/A;#N/A N/A;36.483;14.406;70.4168;20.91;12.862;31.835
24/01/2012;0.2345;1311.5;2432.07;23.1281;28.375;18.9042;19.507;40.2153;21.961;47.8514;17.261;21.6022;25.429;5.9444;38.415;21.4745;39.501;23.0706;35.633;#N/A N/A;#N/A N/A;8.5551;34.421;85.2;24.68;4.9657;24.644;33.7496;35.401;33.8372;18.838;25.6739;26.05;#N/A N/A;#N/A N/A;36.7571;14.155;70.045;21.286;12.652;33.212
25/01/2012;0.2226;1320.25;2421.12;23.1727;27.652;18.8621;19.413;39.3072;22.655;47.6826;17.163;21.4691;25.832;5.9444;36.386;21.5332;39.727;23.4171;34.689;#N/A N/A;#N/A N/A;8.6408;34.215;85.66;26.029;4.9679;23.4;33.5617;35.092;33.8007;18.633;25.6572;25.872;#N/A N/A;#N/A N/A;36.7228;14.018;71.1232;21.627;13.442;20.273
26/01/2012;0.2108;1315.25;2460.4;23.5547;26.236;18.9838;18.979;39.6195;22.058;48.3998;16.499;21.1655;27.192;6.0117;37.234;21.96;38.771;24.0557;34.204;#N/A N/A;#N/A N/A;8.8108;33.169;87.4;26.217;5.101;22.485;34.3237;34.198;34.2377;18.934;25.8572;25.551;#N/A N/A;#N/A N/A;36.6201;14.599;70.9001;21.247;13.381;19.247
27/01/2012;0.2108;1312.5;2436.62;23.1217;27.003;18.7476;19.904;39.114;22.449;47.0667;17.541;21.3027;27.427;5.9494;37.219;22.1048;38.708;23.5428;35.657;#N/A N/A;#N/A N/A;8.6029;33.725;86.73;26.162;5.0633;22.258;33.2347;35.278;33.8857;18.983;25.5739;26.518;#N/A N/A;#N/A N/A;36.3803;14.808;70.7514;20.361;13.46;18.978
30/01/2012;0.2108;1309;2404.62;22.5137;29.133;18.6189;21.531;38.962;23.474;47.9358;17.629;21.1114;29.377;5.7478;41.145;21.4666;41.076;22.9076;38.127;#N/A N/A;#N/A N/A;8.5584;36.037;85.63;28.475;5.03;23.248;32.591;37.912;34.1042;20.047;25.2641;28.751;#N/A N/A;#N/A N/A;36.4488;15.224;70.2681;20.951;13.633;19.807
31/01/2012;0.2147;1308.25;2416.66;22.5774;28.232;18.8972;20.94;39.5414;22.498;47.2523;18.449;21.3609;28.726;5.7777;41.145;21.8542;40.151;23.1114;38.252;#N/A N/A;#N/A N/A;8.6276;35.216;87.47;27.693;5.0855;22.656;33.0398;37.065;34.2742;19.68;25.6306;27.733;#N/A N/A;#N/A N/A;36.1405;14.851;69.5617;22.069;13.737;19.592
01/02/2012;0.2225;1319.75;2470.79;22.9976;27.442;19.0118;20.406;40.0921;22.204;48.1383;17.88;21.5897;27.878;6.1087;38.392;22.5316;39.709;24.1236;37.086;#N/A N/A;#N/A N/A;8.9411;34.345;89.73;26.796;5.1254;22.025;33.5791;36.521;34.2013;19.879;26.1204;26.704;#N/A N/A;#N/A N/A;36.5858;14.386;69.7848;20.528;13.728;18.879
02/02/2012;0.2225;1322.75;2478.15;23.2395;26.992;19.1241;19.984;40.0592;22.304;47.902;18.232;21.5939;27.316;6.2133;38.115;22.418;39.42;24.4599;36.856;#N/A N/A;#N/A N/A;8.9559;34.215;89.45;27.216;5.101;21.609;33.8262;36.366;33.8614;19.702;26.197;25.825;#N/A N/A;#N/A N/A;36.1747;14.357;69.7104;20.295;13.696;17.694
03/02/2012;0.2302;1339;2515.15;23.6597;25.772;19.1755;19.236;40.2606;21.851;47.8683;18.333;22.9081;25.668;6.3328;36.118;22.7665;38.896;24.7316;37.427;#N/A N/A;#N/A N/A;9.0401;33.406;91.5;23.218;5.1165;20.744;34.6751;34.917;33.9585;18.865;26.6036;25.747;#N/A N/A;#N/A N/A;36.4145;13.568;70.7142;19.54;13.833;17.421
06/02/2012;0.2302;1339;2507.89;23.5356;26.687;19.1311;19.513;40.1332;22.408;47.5054;19.365;22.6503;25.83;6.3004;38.189;23.0758;39.821;24.2051;39.419;#N/A N/A;#N/A N/A;8.9642;34.702;91.04;24.473;5.1099;22.584;33.9236;36.724;33.8675;19.66;26.5403;25.752;#N/A N/A;#N/A N/A;36.3803;14.017;70.8258;19.978;13.963;18.031
07/02/2012;0.246;1344.75;2514.12;23.4496;26.699;19.1451;19.449;40.1784;21.559;47.6826;20.008;22.4215;27.726;6.3029;36.682;22.9896;37.766;24.1644;37.425;#N/A N/A;#N/A N/A;9.0632;33.852;88.67;25.327;5.1653;21.853;33.5026;38.748;34.3106;20.234;26.5602;25.113;#N/A N/A;#N/A N/A;36.6886;13.086;71.3091;21.073;14.109;21.079
08/02/2012;0.254;1347;2512.92;24.0577;25.638;19.1124;20.248;39.9195;20.78;47.4717;20.101;22.0056;29.088;6.3004;36.607;23.1619;37.743;24.0829;37.291;#N/A N/A;#N/A N/A;9.0483;33.684;87.54;25.617;5.1409;21.752;33.3321;38.116;33.7279;19.178;26.5103;26.158;#N/A N/A;#N/A N/A;36.6543;13.013;71.5322;20.967;14.345;22.917
09/02/2012;0.2619;1348.25;2522.34;24.4556;25.573;19.2433;19.208;40.5236;20.101;47.8429;19.52;22.3175;27.457;6.3029;36.608;22.8878;37.688;24.324;37.02;#N/A N/A;#N/A N/A;9.1935;32.778;87.64;25.881;5.0744;21.927;33.4086;38.396;34.0557;18.554;26.5403;23.886;#N/A N/A;#N/A N/A;36.7571;12.951;71.1232;20.358;14.841;26.056
10/02/2012;0.2739;1340.5;2480.76;24.2614;26.552;18.9791;20.899;40.051;21.18;47.6489;20.325;22.251;28.367;6.1486;39.824;22.5942;38.905;23.6209;38.341;#N/A N/A;#N/A N/A;8.9147;34.166;87.5;26.694;4.9901;23.802;33.0398;39.761;34.177;19.538;26.3537;23.55;#N/A N/A;#N/A N/A;36.7571;13.811;70.1751;23.013;14.849;27.342
13/02/2012;0.286;1349;2491.54;24.2455;25.818;19.1942;19.851;40.2975;21.198;48.0201;20.117;22.5005;28.079;6.1834;38.566;22.7547;39.986;24.0081;37.7;#N/A N/A;#N/A N/A;8.946;34.491;88.03;25.949;5.03;23.65;33.2312;39.715;34.4623;19.078;26.8201;23.272;#N/A N/A;#N/A N/A;36.9969;13.201;70.9001;21.842;15.125;29.312
14/02/2012;0.282;1347.75;2488.29;24.22;26.03;19.2223;19.869;40.3222;21.154;48.8555;19.54;22.4506;28.283;6.0589;39.689;22.5042;40.019;23.9062;37.665;#N/A N/A;#N/A N/A;8.8157;34.023;88.49;25.134;5.0278;23.85;33.0503;39.713;34.3227;18.68;27.16;23.028;#N/A N/A;#N/A N/A;37.1682;13.666;70.4168;23.181;15.332;29.841
15/02/2012;0.262;1342.25;2493.96;24.0991;25.239;19.1872;19.497;39.9565;21.485;49.7837;19.217;22.4881;27.444;6.0814;39.434;22.9661;39.583;23.6039;38.235;#N/A N/A;#N/A N/A;8.819;34.506;89.48;24.852;5.0079;23.913;32.678;40.141;34.3288;18.135;27.5366;21.638;#N/A N/A;#N/A N/A;37.3052;13.736;69.7476;23.682;14.977;33.395
16/02/2012;0.2901;1354.75;2489.35;23.9367;25.896;19.3065;19.383;40.4825;21.052;49.1593;20.819;22.3674;27.146;6.0042;40.211;24.7906;35.045;23.7228;37.776;#N/A N/A;#N/A N/A;8.6557;35.469;88.53;24.738;4.9923;24.214;32.3892;40.13;34.3348;17.841;27.5332;21.723;#N/A N/A;#N/A N/A;38.0931;12.557;70.677;21.579;15.113;30.151
17/02/2012;0.2904;1359.75;2520.31;24.2933;24.791;19.4935;18.231;39.3482;19.865;48.9399;20.594;22.5588;27.224;6.1262;36.339;25.7498;33.996;24.9321;33.66;#N/A N/A;#N/A N/A;9.0203;33.456;88.67;24.439;5.0633;22.418;33.3669;38.972;34.2317;17.306;27.5665;21.79;#N/A N/A;#N/A N/A;38.2644;12.797;71.6809;20.73;15.111;30.741
20/02/2012;0.2904;1359.75;2550.28;24.7198;24.433;19.6362;18.35;39.6359;19.905;49.0074;20.908;22.5172;27.301;6.2332;35.927;25.5893;33.92;25.2717;33.684;#N/A N/A;#N/A N/A;9.1935;32.268;90.05;24.576;5.0899;22.357;34.3863;39.815;33.8978;17.617;27.5632;21.872;#N/A N/A;#N/A N/A;38.1616;11.742;71.6809;20.73;15.111;30.741
21/02/2012;0.2985;1360;2541.6;24.7358;23.752;19.5497;15.923;39.9606;19.39;49.1677;22.178;22.4589;27.377;6.1983;34.489;25.4483;33.896;24.9626;33.723;#N/A N/A;#N/A N/A;9.0763;32.388;90.3;24.011;5.0766;26.902;33.2903;43.432;34.3166;16.648;27.2766;22.696;#N/A N/A;#N/A N/A;38.0588;11.771;72.1642;20.53;15.494;30.257
22/02/2012;0.297;1356;2519;24.4238;24.607;19.5707;16.831;40.0551;18.699;49.0496;21.215;22.5962;27.521;6.1087;34.367;25.5658;33.885;24.538;33.773;#N/A N/A;#N/A N/A;8.885;32.026;89.24;24.167;5.1742;21.445;35.2805;35.57;34.0557;16.623;27.31;22.307;#N/A N/A;#N/A N/A;38.0588;12.402;72.0898;19.73;15.439;31.31
23/02/2012;0.301;1363;2508.08;24.532;24.073;19.5543;16.865;40.2688;17.949;50.3574;19.989;22.7043;27.782;6.049;33.186;25.3896;34.271;24.2493;33.697;#N/A N/A;#N/A N/A;8.7349;32.693;90.23;23.736;5.1476;21.379;35.1344;36.237;34.262;16.504;27.29;22.316;#N/A N/A;#N/A N/A;38.0588;12.151;72.4274;19.408;15.54;28.564
24/02/2012;0.3049;1363.25;2523.69;24.5925;22.897;19.6736;16.3;40.0633;17.747;50.3743;20.512;22.5088;27.444;6.0365;33.397;25.7498;32.546;24.4939;32.544;#N/A N/A;#N/A N/A;8.7481;31.64;89.41;23.883;5.203;19.642;35.5241;34.729;34.171;16.482;27.2;22.444;#N/A N/A;#N/A N/A;37.9903;11.596;72.1648;18.985;15.721;25.836
27/02/2012;0.2853;1367.25;2513.06;24.4142;24.15;19.6292;17.596;39.8825;18.234;50.3996;20.789;22.5962;28.911;5.9868;35.338;25.3583;34.391;24.1508;34.009;#N/A N/A;#N/A N/A;8.5221;33.267;88.25;25.064;5.1964;20.509;34.7273;36.404;34.0192;17.34;27.19;22.739;#N/A N/A;#N/A N/A;38.1273;11.525;71.5272;19.174;15.822;25.985
28/02/2012;0.2892;1371.5;2519.72;24.7389;24.372;19.6128;17.33;40.1907;18.182;50.3743;20.735;22.617;27.185;5.9743;35.119;25.2917;33.737;24.1134;33.636;#N/A N/A;#N/A N/A;8.6788;32.68;89.56;23.376;5.1387;20.201;35.1692;35.877;33.9282;16.894;27.4333;22.334;#N/A N/A;#N/A N/A;37.9903;11.838;71.8648;18.856;16.112;27.994
29/02/2012;0.2932;1364.5;2512.11;24.8854;23.998;19.6385;16.917;40.0797;18.009;50.4249;20.334;22.6794;27.55;6.0266;32.547;25.8947;32.691;24.2119;32.271;#N/A N/A;#N/A N/A;8.5386;32.037;89.38;23.18;5.081;21.082;35.4962;35.371;33.6915;16.302;27.3666;22.188;#N/A N/A;#N/A N/A;37.8875;12.013;71.4522;18.947;16.324;32.338
01/03/2012;0.2893;1374.5;2548.66;25.1464;23.152;19.9145;15.866;40.6838;17.638;51.4797;16.034;23.3323;26.675;6.1386;30.76;25.9064;32.397;24.5958;31.988;#N/A N/A;#N/A N/A;8.6013;31.499;91.15;21.443;5.0943;20.334;36.3939;33.93;34.6869;15.989;27.7965;21.594;#N/A N/A;#N/A N/A;37.9903;11.857;71.7147;18.622;16.385;32.042
02/03/2012;0.2737;1368.75;2546.16;25.0923;22.932;19.8583;15.784;40.3756;16.562;51.294;15.89;22.9996;27.192;6.1685;28.037;26.2666;31.217;24.7045;31.227;#N/A N/A;#N/A N/A;8.5716;30.724;91.4;21.627;5.0722;19.99;36.4357;33.675;34.8143;16.123;27.8398;20.987;#N/A N/A;#N/A N/A;38.0588;11.382;71.1521;18.484;16.407;29.631
05/03/2012;0.2935;1364.5;2529.86;25.1433;23.515;19.8069;16.801;40.6592;17.205;52.0788;15.706;22.8499;29.115;6.1336;29.832;26.0356;32.962;24.1916;32.764;#N/A N/A;#N/A N/A;8.5303;31.701;91.01;22.524;5.0278;20.681;35.7537;35.51;34.9721;17.154;27.8831;21.914;#N/A N/A;#N/A N/A;38.1616;11.602;70.702;20.527;16.045;32.156
06/03/2012;0.2777;1342;2443.52;24.0386;27.004;19.4608;18.179;39.2455;19.143;51.5978;16.073;22.0014;30.217;5.8374;37.254;25.0764;34.21;22.8261;35.29;#N/A N/A;#N/A N/A;8.2095;33.345;88.18;24.964;4.8837;22.391;33.7357;36.962;34.1103;19.698;27.0434;22.788;#N/A N/A;#N/A N/A;37.8875;12.24;69.0892;23.34;15.958;31.915
07/03/2012;0.3015;1352.75;2460.77;24.4461;26.753;19.4047;18.186;39.4304;19.139;51.5641;16.113;22.33;29.042;5.8897;36.373;25.186;34.494;23.159;35.234;#N/A N/A;#N/A N/A;8.3043;33.216;89.13;24.613;4.8881;20.982;33.9792;36.853;34.3591;19.223;27.3366;22.744;#N/A N/A;#N/A N/A;38.0931;12.478;70.402;21.702;15.97;30.329
08/03/2012;0.3056;1366.5;2514.22;24.9522;25.257;19.6736;17.054;40.2441;17.796;52.3657;15.191;24.7381;25.355;5.9619;34.786;25.832;32.94;23.7772;33.658;#N/A N/A;#N/A N/A;8.6013;32.026;92;22.577;4.9591;19.958;35.4893;35.666;34.8993;17.583;28.113;21.472;#N/A N/A;#N/A N/A;38.744;12.199;71.3772;20.488;16.311;28.819
09/03/2012;0.3178;1372.5;2515.95;25.0573;24.632;19.7438;16.06;40.4167;17.259;53.412;15.01;25.0043;24.367;5.9544;33.553;26.1648;31.583;23.9504;31.994;#N/A N/A;#N/A N/A;8.5897;30.888;91.78;21.974;4.948;19.441;35.1274;34.556;35.2271;16.325;27.9831;20.919;#N/A N/A;#N/A N/A;38.7782;12.091;71.4147;18.881;16.406;27.315
12/03/2012;0.3219;1372.5;2514.97;25.261;23.87;19.6713;15.462;40.614;17.235;53.3107;15.117;24.7048;24.678;5.9444;32.431;25.9847;31.852;23.8689;31.731;#N/A N/A;#N/A N/A;8.9328;30.163;93.73;21.113;4.9191;19.398;35.1483;34.51;35.2756;16.577;27.8898;21.123;#N/A N/A;#N/A N/A;38.8125;11.982;71.7522;19.345;16.612;27.602
13/03/2012;0.346;1396.25;2556.82;25.468;22.764;19.9495;14.383;40.9386;16.469;53.5892;14.822;25.1623;23.883;6.0838;29.395;26.7638;30.039;24.5924;30.854;#N/A N/A;#N/A N/A;9.1588;28.689;95.25;20.111;4.9968;17.823;35.8372;33.375;35.7854;15.715;27.9897;20.57;#N/A N/A;#N/A N/A;38.9152;11.843;73.4776;18.744;17.096;27.321
14/03/2012;0.3862;1394.25;2574.79;25.6399;23.02;19.9706;14.564;40.7537;16.487;53.876;14.767;25.416;23.171;6.3079;27.018;26.5798;29.603;25.0238;29.614;#N/A N/A;#N/A N/A;9.4723;27.434;94.54;20.853;5.0034;17.789;35.5032;32.284;35.9736;15.891;28.0364;20.291;#N/A N/A;#N/A N/A;38.6412;11.569;74.2278;19.666;17.743;35.372
15/03/2012;0.3623;1401.75;2593.97;25.9137;22.53;19.863;14.475;41.1975;16.2;53.8592;14.212;25.6323;23.11;6.4373;24.672;26.6346;30.012;25.2989;29.432;#N/A N/A;#N/A N/A;9.5201;27.333;95.54;19.574;4.9945;17.773;36.6027;31.457;36.01;15.786;28.2729;20.081;#N/A N/A;#N/A N/A;38.8467;11.347;75.6155;19.463;17.622;39.995
16/03/2012;0.3587;1405.11;2608.3;25.971;21.046;19.8911;14.055;41.2386;15.96;54.5258;14.289;25.8694;21.839;6.5618;26.157;26.5054;28.797;25.214;28.424;#N/A N/A;#N/A N/A;9.6042;26.93;95.82;20.275;5.0256;16.742;36.9993;30.478;35.9736;15.416;28.7461;19.038;#N/A N/A;#N/A N/A;39.0523;10.976;75.7656;20.143;17.622;38.491
19/03/2012;0.3791;1404;2608.42;25.5953;21.782;20.0665;13.942;41.1153;16.157;54.1545;14.849;25.2247;22.954;6.5767;26.236;26.5524;27.215;24.9762;28.582;#N/A N/A;#N/A N/A;9.5069;26.176;95.32;19.941;5.0744;16.398;36.7349;30.685;35.7551;15.532;28.5895;19.424;#N/A N/A;#N/A N/A;38.8125;11.423;75.8031;20.307;18.089;36.964
20/03/2012;0.3914;1400;2576.61;25.1878;22.358;19.756;14.881;40.7948;16.308;54.5511;13.978;25.3204;22.695;6.4747;27.312;25.8986;29.731;24.2187;29.191;#N/A N/A;#N/A N/A;9.3815;27.337;93.06;21.736;5.152;16.386;35.3153;32.263;35.4638;15.745;28.2563;20.167;#N/A N/A;#N/A N/A;38.7782;11.785;75.278;21.103;18.236;35.245
21/03/2012;0.3673;1397.5;2567.58;25.1624;22.335;19.718;14.928;41.2181;16.172;54.762;13.953;25.5824;22.248;6.3626;28.18;26.709;27.797;24.2051;29.523;#N/A N/A;#N/A N/A;9.238;27.512;93.52;21.505;5.1476;16.463;35.712;31.877;35.6641;16;28.223;20.183;#N/A N/A;#N/A N/A;38.7097;11.944;75.278;21.828;18.131;32.256
22/03/2012;0.3634;1389;2530.22;24.9077;23.586;19.4644;16.425;40.8071;16.095;54.8464;13.913;25.154;23.151;6.2954;29.595;25.8516;29.706;23.4647;31.065;#N/A N/A;#N/A N/A;9.0681;28.75;91.18;22.825;5.1054;17.48;34.3724;33.451;35.2999;16.629;28.193;20.34;#N/A N/A;#N/A N/A;38.6754;11.523;74.4528;22.235;18.036;31.249
23/03/2012;0.3517;1394;2525.43;24.9077;23.411;19.3127;16.434;40.7208;15.942;55.0489;13.886;25.337;24.165;6.3353;29.03;25.8672;29.273;23.7636;30.023;#N/A N/A;#N/A N/A;9.1885;27.714;90.83;22.475;5.0966;17.205;34.6299;32.893;35.0571;16.375;27.4333;21.609;#N/A N/A;#N/A N/A;38.6412;11.218;74.1902;21.432;17.937;30.187
26/03/2012;0.3436;1415;2539.87;25.1051;24.381;19.4384;17.877;41.0208;17.969;55.6902;16.632;25.6656;26.054;6.385;30.592;26.3997;31.558;23.57;32.719;#N/A N/A;#N/A N/A;9.3238;30.409;91.78;24.179;5.1032;19.856;35.0787;34.239;35.2149;17.06;28.063;23.666;#N/A N/A;#N/A N/A;39.018;10.535;75.203;20.82;18.266;29.356
27/03/2012;0.3193;1406.5;2525.21;25.1815;23.068;18.2793;25.62;40.7249;16.678;55.2177;14.642;25.6198;24.803;6.39;29.384;26.6933;29.736;23.8859;30.425;#N/A N/A;#N/A N/A;9.2512;28.046;92.21;22.595;5.0389;18.545;35.3988;33.203;35.2938;16.694;28.0297;21.797;#N/A N/A;#N/A N/A;38.881;10.344;75.1654;20.265;18.492;28.88
28/03/2012;0.3405;1400.25;2496.68;24.7708;23.871;18.0233;25.525;40.5852;16.864;56.1965;14.091;25.5325;25.016;6.3029;29.654;26.1726;30.842;23.1284;31.85;#N/A N/A;#N/A N/A;9.1176;28.433;91.96;22.516;4.9901;19.136;34.4316;34.071;35.2392;17.051;27.6165;22.292;#N/A N/A;#N/A N/A;38.744;10.054;75.0529;20.674;18.586;30.107
29/03/2012;0.3365;1398.25;2452.74;24.3951;25.496;17.9333;27.022;40.4373;17.615;55.5383;15.123;25.2247;25.09;6.1535;32.431;25.969;32.634;22.4796;33.858;#N/A N/A;#N/A N/A;8.9988;29.797;89.27;24.09;4.897;19.849;33.9584;35.693;34.9236;17.844;27.3566;22.552;#N/A N/A;#N/A N/A;38.4356;9.498;74.8279;20.946;18.353;30.148
30/03/2012;0.3287;1403.25;2477.28;24.8949;23.249;18.1276;23.643;41.0783;16.799;56.3905;14.809;25.5408;24.086;6.1884;30.986;26.2783;30.865;22.7479;32.382;#N/A N/A;#N/A N/A;9.21;27.923;91.18;22.95;4.9258;19.046;34.0906;34.371;35.3424;17.024;27.5465;21.634;#N/A N/A;#N/A N/A;38.9152;10.521;75.278;20.41;18.043;30.947
02/04/2012;0.3229;1412.5;2501.18;24.7517;23.749;18.5471;21.607;42.0194;17.253;57.6984;15.075;25.7446;24.039;6.2133;29.538;26.3762;31.081;22.6257;32.989;#N/A N/A;#N/A N/A;9.365;28.458;93.45;22.11;4.9613;18.65;34.4733;34.683;35.7854;16.358;28.053;21.376;#N/A N/A;#N/A N/A;39.1208;10.521;75.0904;20.206;18.617;30.498
03/04/2012;0.3684;1408.75;2458.98;24.1946;24.602;18.2011;20.448;41.7728;17.267;57.6394;15.632;25.9276;24.38;6.0465;29.664;26.0591;31.522;22.1094;33.147;#N/A N/A;#N/A N/A;9.2017;29.439;92;22.773;4.8526;19.874;33.6661;35.019;35.2817;17.18;27.8564;21.854;#N/A N/A;#N/A N/A;38.8467;9.709;74.8654;20.514;18.939;31.349
04/04/2012;0.3408;1393.25;2398.46;23.5642;27.354;17.9712;22.339;40.877;18.059;56.264;17.639;25.2621;25.589;5.8324;34.987;24.4304;35.053;21.25;36.574;#N/A N/A;#N/A N/A;8.9741;31.251;89.8;24.276;4.7328;21.563;32.2952;38.455;34.6262;19.479;26.7402;23.652;#N/A N/A;#N/A N/A;38.5727;8.954;74.0402;21.183;18.788;31.39
05/04/2012;0.3374;1390.25;2392.54;23.6375;27.707;18.1134;21.459;40.5605;18.749;56.0952;17.819;25.5242;25.553;5.815;34.194;24.7828;35.152;21.2806;36.289;#N/A N/A;#N/A N/A;9.0384;31.073;91.29;24.255;4.7129;21.985;32.8972;37.676;34.2802;19.24;27.1434;23.241;#N/A N/A;#N/A N/A;38.3329;11.002;73.1025;21.352;19.07;31.47
06/04/2012;0.3136;1390.25;2392.54;23.6375;27.707;18.1134;21.459;40.5605;18.749;56.0952;17.819;25.5242;25.553;5.815;34.194;24.7828;35.152;21.2806;36.289;#N/A N/A;#N/A N/A;9.0384;31.073;91.29;24.255;4.7129;21.985;32.8972;37.676;34.2802;19.24;27.1434;23.241;#N/A N/A;#N/A N/A;38.3329;11.002;73.1025;21.352;19.07;31.47
09/04/2012;0.3136;1375;2392.54;23.6375;27.707;18.1134;21.459;40.5605;18.749;56.0952;17.819;25.5242;25.553;5.815;34.194;24.7828;35.152;21.2806;36.289;#N/A N/A;#N/A N/A;9.0384;31.073;91.29;24.255;4.7129;21.985;32.8972;37.676;34.2802;19.24;27.1434;23.241;#N/A N/A;#N/A N/A;38.3329;11.002;72.0148;23.848;19.147;36.702
10/04/2012;0.2858;1357;2321.53;22.7493;31.57;17.6038;23.677;40.1455;20.962;56.0868;18.495;24.7256;29.722;5.5312;40.524;23.9175;40.501;20.377;41.984;#N/A N/A;#N/A N/A;8.7497;35.324;88.95;27.313;4.6419;24.878;31.5124;39.793;33.8189;21.529;26.5069;25.676;#N/A N/A;#N/A N/A;38.1273;8;70.2894;25.121;18.912;41.822
11/04/2012;0.2899;1364;2341.36;23.0294;31.232;17.6109;23.695;40.051;21.222;55.5214;18.177;24.9835;29.57;5.581;39.743;23.8588;40.857;20.6963;42.254;#N/A N/A;#N/A N/A;8.8553;35.125;90.02;26.653;4.6707;24.949;31.8395;39.732;33.6187;21.165;26.9334;25.056;#N/A N/A;#N/A N/A;37.9903;10.218;71.3022;23.469;18.845;41.41
12/04/2012;0.2859;1386;2352.24;23.1536;30.299;17.5588;23.692;40.6345;20.732;55.9011;18.08;25.703;28.764;5.6084;39.259;24.6927;39.892;20.8254;41.431;#N/A N/A;#N/A N/A;8.946;34.038;91.93;25.664;4.6064;23.712;33.0816;38.714;33.9464;20.139;27.4399;24.512;#N/A N/A;#N/A N/A;38.2301;9.775;72.3899;23.236;18.741;41.28
13/04/2012;0.266;1365;2291.51;22.1794;31.769;17.2648;23.695;39.5948;22.156;55.0405;18.53;25.1374;29.474;5.3968;42.605;23.4281;42.586;20.3091;41.987;#N/A N/A;#N/A N/A;8.8009;34.685;89.98;26.714;4.4867;25.108;31.9473;40.324;33.564;20.807;26.8701;25.652;#N/A N/A;#N/A N/A;38.0931;9.216;70.8146;23.746;18.214;42.842
16/04/2012;0.2681;1364;2301.19;22.2304;32.769;17.5303;23.647;40.4701;22.108;56.0868;18.369;25.5117;29.185;5.3271;45.173;23.2089;43.701;20.574;42.686;#N/A N/A;#N/A N/A;8.8751;35.079;92.21;27.079;4.4734;26.804;32.1839;40.4;33.7461;20.978;27.2267;25.747;#N/A N/A;#N/A N/A;38.3671;10.1;70.8896;24.358;17.458;44.68
17/04/2012;0.2701;1383.5;2367.05;23.1631;31.053;17.7602;22.837;40.877;21.576;56.1037;18.31;25.7571;27.925;5.5113;40.853;23.9841;42.647;21.8988;40.787;#N/A N/A;#N/A N/A;9.073;33.516;92.35;26.563;4.6131;26.077;33.6835;39.058;34.4502;20.093;27.4066;25.669;#N/A N/A;#N/A N/A;38.881;10.186;72.5399;23.471;18.348;45.055
18/04/2012;0.2661;1378.25;2327.84;22.4373;32.552;17.6915;22.569;40.4208;22.221;56.0362;18.329;25.4867;28.791;5.3943;43.849;23.158;44.618;21.3485;43.062;#N/A N/A;#N/A N/A;8.7745;36.309;89.31;27.299;4.5421;27.376;33.1164;40.212;34.1406;20.759;26.7368;26.996;#N/A N/A;#N/A N/A;38.8125;8.974;71.6397;23.867;18.307;44.783
19/04/2012;0.2661;1372.5;2284.67;21.7337;33.705;17.2246;23.14;39.7715;22.703;55.0658;18.434;25.6614;28.473;5.1379;46.118;22.1675;45.872;20.6522;43.954;#N/A N/A;#N/A N/A;8.6029;37.355;87.11;28.563;4.3988;28.595;32.9946;40.219;33.8554;20.67;25.6406;24.293;#N/A N/A;#N/A N/A;39.1893;10.005;71.7898;24.207;17.678;45.065
20/04/2012;0.2642;1375.25;2311.27;21.5332;33.43;17.2791;22.322;40.3058;21.758;54.0279;18.806;25.441;28.445;5.3246;41.575;22.5511;44.535;20.7269;42.826;#N/A N/A;#N/A N/A;8.5765;35.794;88.62;27.75;4.4623;29.103;32.9737;37.304;34.3955;20.343;25.444;24.809;#N/A N/A;#N/A N/A;39.1208;7.585;72.6149;20.951;17.243;45.739
