Date;MC1 FP;OTM_Strike_CALL;OTM_Strike_PUT;Start Date;End Date;CALL_OPTION_TICKER;PUT_OPTION_TICKER;MATURITY_CALL;MATURITY_PUT;CALL_PRICE;PUT_PRICE;CF1 Index
04/10/2019;322.84;340;310;20/09/2019;18/10/2019;MC1 FP 10/18/19 C360 Equity;MC1 FP 10/18/19 C320 Equity;10/18/19;10/18/19;4.69;31.44;5486
07/10/2019;326.72;340;310;20/09/2019;18/10/2019;MC1 FP 10/18/19 C360 Equity;MC1 FP 10/18/19 C320 Equity;10/18/19;10/18/19;5.56;35.01;5520
08/10/2019;324.18;340;310;20/09/2019;18/10/2019;MC1 FP 10/18/19 C360 Equity;MC1 FP 10/18/19 C320 Equity;10/18/19;10/18/19;4.92;32.56;5455.5
09/10/2019;329.68;350;310;20/09/2019;18/10/2019;MC1 FP 10/18/19 C360 Equity;MC1 FP 10/18/19 C320 Equity;10/18/19;10/18/19;7.31;37.98;5497.5
10/10/2019;348.01;370;330;20/09/2019;18/10/2019;MC1 FP 10/18/19 C360 Equity;MC1 FP 10/18/19 C320 Equity;10/18/19;10/18/19;18.64;57.01;5568
11/10/2019;349.25;370;330;20/09/2019;18/10/2019;MC1 FP 10/18/19 C360 Equity;MC1 FP 10/18/19 C320 Equity;10/18/19;10/18/19;19.14;58.28;5665
14/10/2019;350.22;370;330;20/09/2019;18/10/2019;MC1 FP 10/18/19 C360 Equity;MC1 FP 10/18/19 C320 Equity;10/18/19;10/18/19;19.83;59.38;5642.5
15/10/2019;351.38;370;330;20/09/2019;18/10/2019;MC1 FP 10/18/19 C360 Equity;MC1 FP 10/18/19 C320 Equity;10/18/19;10/18/19;20.87;60.51;5701.5
16/10/2019;349.16;370;330;20/09/2019;18/10/2019;MC1 FP 10/18/19 C360 Equity;MC1 FP 10/18/19 C320 Equity;10/18/19;10/18/19;18.34;58.1;5696.5
17/10/2019;346.07;360;330;20/09/2019;18/10/2019;MC1 FP 10/18/19 C360 Equity;MC1 FP 10/18/19 C320 Equity;10/18/19;10/18/19;14.9;54.77;5673
18/10/2019;346.35;360;330;20/09/2019;18/10/2019;MC1 FP 10/18/19 C360 Equity;MC1 FP 10/18/19 C320 Equity;10/18/19;10/18/19;15.05;55.05;5640.4
21/10/2019;345.93;360;330;18/10/2019;15/11/2019;MC1 FP 11/15/19 C360 Equity;MC1 FP 11/15/19 C330 Equity;11/15/19;11/15/19;18.38;#N/A Invalid Security;5644.5
22/10/2019;347.82;370;330;18/10/2019;15/11/2019;MC1 FP 11/15/19 C360 Equity;MC1 FP 11/15/19 C330 Equity;11/15/19;11/15/19;19.36;#N/A Invalid Security;5654
23/10/2019;346.3;360;330;18/10/2019;15/11/2019;MC1 FP 11/15/19 C360 Equity;MC1 FP 11/15/19 C330 Equity;11/15/19;11/15/19;17.85;#N/A Invalid Security;5650
24/10/2019;348.19;370;330;18/10/2019;15/11/2019;MC1 FP 11/15/19 C360 Equity;MC1 FP 11/15/19 C330 Equity;11/15/19;11/15/19;19.28;#N/A Invalid Security;5680.5
25/10/2019;354.56;370;340;18/10/2019;15/11/2019;MC1 FP 11/15/19 C360 Equity;MC1 FP 11/15/19 C330 Equity;11/15/19;11/15/19;25.08;#N/A Invalid Security;5718.5
28/10/2019;352.86;370;340;18/10/2019;15/11/2019;MC1 FP 11/15/19 C360 Equity;MC1 FP 11/15/19 C330 Equity;11/15/19;11/15/19;23.56;#N/A Invalid Security;5727
29/10/2019;351.15;370;330;18/10/2019;15/11/2019;MC1 FP 11/15/19 C360 Equity;MC1 FP 11/15/19 C330 Equity;11/15/19;11/15/19;21.69;#N/A Invalid Security;5736.5
30/10/2019;355.03;370;340;18/10/2019;15/11/2019;MC1 FP 11/15/19 C360 Equity;MC1 FP 11/15/19 C330 Equity;11/15/19;11/15/19;25.36;#N/A Invalid Security;5762
31/10/2019;353.23;370;340;18/10/2019;15/11/2019;MC1 FP 11/15/19 C360 Equity;MC1 FP 11/15/19 C330 Equity;11/15/19;11/15/19;23.64;#N/A Invalid Security;5727
01/11/2019;359.46;380;340;18/10/2019;15/11/2019;MC1 FP 11/15/19 C360 Equity;MC1 FP 11/15/19 C330 Equity;11/15/19;11/15/19;29.87;#N/A Invalid Security;5758.5
04/11/2019;367.08;390;350;18/10/2019;15/11/2019;MC1 FP 11/15/19 C360 Equity;MC1 FP 11/15/19 C330 Equity;11/15/19;11/15/19;38.02;#N/A Invalid Security;5821.5
05/11/2019;369.62;390;350;18/10/2019;15/11/2019;MC1 FP 11/15/19 C360 Equity;MC1 FP 11/15/19 C330 Equity;11/15/19;11/15/19;40.65;#N/A Invalid Security;5846
06/11/2019;368.97;390;350;18/10/2019;15/11/2019;MC1 FP 11/15/19 C360 Equity;MC1 FP 11/15/19 C330 Equity;11/15/19;11/15/19;39.78;#N/A Invalid Security;5865.5
07/11/2019;373.08;390;350;18/10/2019;15/11/2019;MC1 FP 11/15/19 C360 Equity;MC1 FP 11/15/19 C330 Equity;11/15/19;11/15/19;44.18;#N/A Invalid Security;5890.5
08/11/2019;372.16;390;350;18/10/2019;15/11/2019;MC1 FP 11/15/19 C360 Equity;MC1 FP 11/15/19 C330 Equity;11/15/19;11/15/19;43.12;#N/A Invalid Security;5889.5
11/11/2019;372.39;390;350;18/10/2019;15/11/2019;MC1 FP 11/15/19 C360 Equity;MC1 FP 11/15/19 C330 Equity;11/15/19;11/15/19;43.38;#N/A Invalid Security;5894
12/11/2019;372.53;390;350;18/10/2019;15/11/2019;MC1 FP 11/15/19 C360 Equity;MC1 FP 11/15/19 C330 Equity;11/15/19;11/15/19;43.42;#N/A Invalid Security;5920
13/11/2019;371.09;390;350;18/10/2019;15/11/2019;MC1 FP 11/15/19 C360 Equity;MC1 FP 11/15/19 C330 Equity;11/15/19;11/15/19;41.88;#N/A Invalid Security;5907
14/11/2019;372.85;390;350;18/10/2019;15/11/2019;MC1 FP 11/15/19 C360 Equity;MC1 FP 11/15/19 C330 Equity;11/15/19;11/15/19;43.81;#N/A Invalid Security;5901
15/11/2019;374.47;390;360;18/10/2019;15/11/2019;MC1 FP 11/15/19 C360 Equity;MC1 FP 11/15/19 C330 Equity;11/15/19;11/15/19;45.5;#N/A Invalid Security;5930
18/11/2019;371.46;390;350;15/11/2019;20/12/2019;MC1 FP 12/20/19 C390 Equity;MC1 FP 12/20/19 C360 Equity;12/20/19;12/20/19;15.95;43;5921
19/11/2019;367.72;390;350;15/11/2019;20/12/2019;MC1 FP 12/20/19 C390 Equity;MC1 FP 12/20/19 C360 Equity;12/20/19;12/20/19;12.92;38.97;5900.5
20/11/2019;367.72;390;350;15/11/2019;20/12/2019;MC1 FP 12/20/19 C390 Equity;MC1 FP 12/20/19 C360 Equity;12/20/19;12/20/19;12.57;38.99;5886
21/11/2019;364.31;380;350;15/11/2019;20/12/2019;MC1 FP 12/20/19 C390 Equity;MC1 FP 12/20/19 C360 Equity;12/20/19;12/20/19;10.29;35.41;5873
22/11/2019;365.92;380;350;15/11/2019;20/12/2019;MC1 FP 12/20/19 C390 Equity;MC1 FP 12/20/19 C360 Equity;12/20/19;12/20/19;10.93;36.92;5885
25/11/2019;373.31;390;350;15/11/2019;20/12/2019;MC1 FP 12/20/19 C390 Equity;MC1 FP 12/20/19 C360 Equity;12/20/19;12/20/19;16.56;44.62;5918
26/11/2019;376.17;390;360;15/11/2019;20/12/2019;MC1 FP 12/20/19 C390 Equity;MC1 FP 12/20/19 C360 Equity;12/20/19;12/20/19;18.95;47.56;5923
27/11/2019;377.37;400;360;15/11/2019;20/12/2019;MC1 FP 12/20/19 C390 Equity;MC1 FP 12/20/19 C360 Equity;12/20/19;12/20/19;19.78;48.81;5920
28/11/2019;375.62;390;360;15/11/2019;20/12/2019;MC1 FP 12/20/19 C390 Equity;MC1 FP 12/20/19 C360 Equity;12/20/19;12/20/19;18.03;47;5906.5
29/11/2019;376.13;390;360;15/11/2019;20/12/2019;MC1 FP 12/20/19 C390 Equity;MC1 FP 12/20/19 C360 Equity;12/20/19;12/20/19;18.25;47.41;5899
02/12/2019;366.2;380;350;15/11/2019;20/12/2019;MC1 FP 12/20/19 C390 Equity;MC1 FP 12/20/19 C360 Equity;12/20/19;12/20/19;10.04;36.68;5782
03/12/2019;360.8;380;340;15/11/2019;20/12/2019;MC1 FP 12/20/19 C390 Equity;MC1 FP 12/20/19 C360 Equity;12/20/19;12/20/19;7.18;30.88;5723.5
04/12/2019;365.69;380;350;15/11/2019;20/12/2019;MC1 FP 12/20/19 C390 Equity;MC1 FP 12/20/19 C360 Equity;12/20/19;12/20/19;9.66;36;5795.5
05/12/2019;365.88;380;350;15/11/2019;20/12/2019;MC1 FP 12/20/19 C390 Equity;MC1 FP 12/20/19 C360 Equity;12/20/19;12/20/19;9.57;36.2;5797.5
06/12/2019;372.7;390;350;15/11/2019;20/12/2019;MC1 FP 12/20/19 C390 Equity;MC1 FP 12/20/19 C360 Equity;12/20/19;12/20/19;13.99;41.71;5871
09/12/2019;370.75;390;350;15/11/2019;20/12/2019;MC1 FP 12/20/19 C390 Equity;MC1 FP 12/20/19 C360 Equity;12/20/19;12/20/19;12.13;39.68;5836.5
10/12/2019;368.48;390;350;15/11/2019;20/12/2019;MC1 FP 12/20/19 C390 Equity;MC1 FP 12/20/19 C360 Equity;12/20/19;12/20/19;10.12;37.2;5847.5
11/12/2019;371.08;390;350;15/11/2019;20/12/2019;MC1 FP 12/20/19 C390 Equity;MC1 FP 12/20/19 C360 Equity;12/20/19;12/20/19;12.02;39.91;5860.5
12/12/2019;369.78;390;350;15/11/2019;20/12/2019;MC1 FP 12/20/19 C390 Equity;MC1 FP 12/20/19 C360 Equity;12/20/19;12/20/19;10.53;38.58;5884
13/12/2019;374.98;390;360;15/11/2019;20/12/2019;MC1 FP 12/20/19 C390 Equity;MC1 FP 12/20/19 C360 Equity;12/20/19;12/20/19;14.57;43.85;5918.5
16/12/2019;380.46;400;360;15/11/2019;20/12/2019;MC1 FP 12/20/19 C390 Equity;MC1 FP 12/20/19 C360 Equity;12/20/19;12/20/19;19.93;49.71;5991.5
17/12/2019;373.91;390;360;15/11/2019;20/12/2019;MC1 FP 12/20/19 C390 Equity;MC1 FP 12/20/19 C360 Equity;12/20/19;12/20/19;13.07;42.71;5968.5
18/12/2019;372.24;390;350;15/11/2019;20/12/2019;MC1 FP 12/20/19 C390 Equity;MC1 FP 12/20/19 C360 Equity;12/20/19;12/20/19;11.14;40.87;5959
19/12/2019;373.54;390;350;15/11/2019;20/12/2019;MC1 FP 12/20/19 C390 Equity;MC1 FP 12/20/19 C360 Equity;12/20/19;12/20/19;12.37;42.25;5972.5
20/12/2019;381.2;400;360;15/11/2019;20/12/2019;MC1 FP 12/20/19 C390 Equity;MC1 FP 12/20/19 C360 Equity;12/20/19;12/20/19;#N/A N/A;#N/A N/A;6003.5
23/12/2019;384.26;400;370;20/12/2019;17/01/2020;MC1 FP 01/17/20 C400 Equity;MC1 FP 01/17/20 C360 Equity;01/17/20;01/17/20;16.2;53.94;6022
24/12/2019;384.54;400;370;20/12/2019;17/01/2020;MC1 FP 01/17/20 C400 Equity;MC1 FP 01/17/20 C360 Equity;01/17/20;01/17/20;16.19;54.31;6022.5
27/12/2019;387.79;410;370;20/12/2019;17/01/2020;MC1 FP 01/17/20 C400 Equity;MC1 FP 01/17/20 C360 Equity;01/17/20;01/17/20;19.13;58.09;6030
30/12/2019;385.01;400;370;20/12/2019;17/01/2020;MC1 FP 01/17/20 C400 Equity;MC1 FP 01/17/20 C360 Equity;01/17/20;01/17/20;16.44;54.72;5974
31/12/2019;384.64;400;370;20/12/2019;17/01/2020;MC1 FP 01/17/20 C400 Equity;MC1 FP 01/17/20 C360 Equity;01/17/20;01/17/20;15.97;54.28;5970
02/01/2020;389.23;410;370;20/12/2019;17/01/2020;MC1 FP 01/17/20 C400 Equity;MC1 FP 01/17/20 C360 Equity;01/17/20;01/17/20;20.08;59.25;6033.5
03/01/2020;389.19;410;370;20/12/2019;17/01/2020;MC1 FP 01/17/20 C400 Equity;MC1 FP 01/17/20 C360 Equity;01/17/20;01/17/20;20.03;59.18;6036
06/01/2020;385.52;400;370;20/12/2019;17/01/2020;MC1 FP 01/17/20 C400 Equity;MC1 FP 01/17/20 C360 Equity;01/17/20;01/17/20;16.75;55.41;6011.5
07/01/2020;386.31;410;370;20/12/2019;17/01/2020;MC1 FP 01/17/20 C400 Equity;MC1 FP 01/17/20 C360 Equity;01/17/20;01/17/20;16.84;56.16;6010.5
08/01/2020;388.91;410;370;20/12/2019;17/01/2020;MC1 FP 01/17/20 C400 Equity;MC1 FP 01/17/20 C360 Equity;01/17/20;01/17/20;19.19;58.83;6029.5
09/01/2020;394.2;410;370;20/12/2019;17/01/2020;MC1 FP 01/17/20 C400 Equity;MC1 FP 01/17/20 C360 Equity;01/17/20;01/17/20;24.65;64.52;6041.5
10/01/2020;393.41;410;370;20/12/2019;17/01/2020;MC1 FP 01/17/20 C400 Equity;MC1 FP 01/17/20 C360 Equity;01/17/20;01/17/20;23.79;63.67;6035.5
13/01/2020;396.29;420;380;20/12/2019;17/01/2020;MC1 FP 01/17/20 C400 Equity;MC1 FP 01/17/20 C360 Equity;01/17/20;01/17/20;26.77;66.75;6034.5
14/01/2020;400.24;420;380;20/12/2019;17/01/2020;MC1 FP 01/17/20 C400 Equity;MC1 FP 01/17/20 C360 Equity;01/17/20;01/17/20;31;71;6041
15/01/2020;400.65;420;380;20/12/2019;17/01/2020;MC1 FP 01/17/20 C400 Equity;MC1 FP 01/17/20 C360 Equity;01/17/20;01/17/20;31.45;71.45;6031.5
16/01/2020;401.07;420;380;20/12/2019;17/01/2020;MC1 FP 01/17/20 C400 Equity;MC1 FP 01/17/20 C360 Equity;01/17/20;01/17/20;31.9;71.9;6039
17/01/2020;407.71;430;390;20/12/2019;17/01/2020;MC1 FP 01/17/20 C400 Equity;MC1 FP 01/17/20 C360 Equity;01/17/20;01/17/20;#N/A N/A;#N/A N/A;6104
20/01/2020;399.08;420;380;17/01/2020;21/02/2020;MC1 FP 02/21/20 C430 Equity;MC1 FP 02/21/20 C390 Equity;02/21/20;02/21/20;12.16;41.88;6074
21/01/2020;394.62;410;370;17/01/2020;21/02/2020;MC1 FP 02/21/20 C430 Equity;MC1 FP 02/21/20 C390 Equity;02/21/20;02/21/20;10.43;38.31;6042
22/01/2020;393.23;410;370;17/01/2020;21/02/2020;MC1 FP 02/21/20 C430 Equity;MC1 FP 02/21/20 C390 Equity;02/21/20;02/21/20;9.21;36.47;6007
23/01/2020;382.55;400;360;17/01/2020;21/02/2020;MC1 FP 02/21/20 C430 Equity;MC1 FP 02/21/20 C390 Equity;02/21/20;02/21/20;5.52;27.64;5967.5
24/01/2020;386.59;410;370;17/01/2020;21/02/2020;MC1 FP 02/21/20 C430 Equity;MC1 FP 02/21/20 C390 Equity;02/21/20;02/21/20;6.53;30.59;6021.5
27/01/2020;372.38;390;350;17/01/2020;21/02/2020;MC1 FP 02/21/20 C430 Equity;MC1 FP 02/21/20 C390 Equity;02/21/20;02/21/20;3.1;20.08;5859.5
28/01/2020;382.59;400;360;17/01/2020;21/02/2020;MC1 FP 02/21/20 C430 Equity;MC1 FP 02/21/20 C390 Equity;02/21/20;02/21/20;5.31;27.1;5922.5
29/01/2020;378.51;400;360;17/01/2020;21/02/2020;MC1 FP 02/21/20 C430 Equity;MC1 FP 02/21/20 C390 Equity;02/21/20;02/21/20;1.93;21.37;5951
30/01/2020;370.43;390;350;17/01/2020;21/02/2020;MC1 FP 02/21/20 C430 Equity;MC1 FP 02/21/20 C390 Equity;02/21/20;02/21/20;1.19;15.67;5870
31/01/2020;367.08;390;350;17/01/2020;21/02/2020;MC1 FP 02/21/20 C430 Equity;MC1 FP 02/21/20 C390 Equity;02/21/20;02/21/20;0.61;12.47;5804
03/02/2020;368.43;390;350;17/01/2020;21/02/2020;MC1 FP 02/21/20 C430 Equity;MC1 FP 02/21/20 C390 Equity;02/21/20;02/21/20;0.48;12.52;5831
04/02/2020;381.29;400;360;17/01/2020;21/02/2020;MC1 FP 02/21/20 C430 Equity;MC1 FP 02/21/20 C390 Equity;02/21/20;02/21/20;1.59;22.68;5933.5
05/02/2020;385.38;400;370;17/01/2020;21/02/2020;MC1 FP 02/21/20 C430 Equity;MC1 FP 02/21/20 C390 Equity;02/21/20;02/21/20;2.19;26.54;5983.5
06/02/2020;388.21;410;370;17/01/2020;21/02/2020;MC1 FP 02/21/20 C430 Equity;MC1 FP 02/21/20 C390 Equity;02/21/20;02/21/20;2.28;29.02;6036.5
07/02/2020;384.4;400;370;17/01/2020;21/02/2020;MC1 FP 02/21/20 C430 Equity;MC1 FP 02/21/20 C390 Equity;02/21/20;02/21/20;1.55;25.43;6028.5
10/02/2020;384.03;400;360;17/01/2020;21/02/2020;MC1 FP 02/21/20 C430 Equity;MC1 FP 02/21/20 C390 Equity;02/21/20;02/21/20;1.25;24.85;6015
11/02/2020;382.92;400;360;17/01/2020;21/02/2020;MC1 FP 02/21/20 C430 Equity;MC1 FP 02/21/20 C390 Equity;02/21/20;02/21/20;0.73;23.49;6054
12/02/2020;394.39;410;370;17/01/2020;21/02/2020;MC1 FP 02/21/20 C430 Equity;MC1 FP 02/21/20 C390 Equity;02/21/20;02/21/20;2.91;35.04;6104
13/02/2020;391.46;410;370;17/01/2020;21/02/2020;MC1 FP 02/21/20 C430 Equity;MC1 FP 02/21/20 C390 Equity;02/21/20;02/21/20;1.99;31.98;6092.5
14/02/2020;385.33;400;370;17/01/2020;21/02/2020;MC1 FP 02/21/20 C430 Equity;MC1 FP 02/21/20 C390 Equity;02/21/20;02/21/20;0.5;25.5;6069
17/02/2020;384.82;400;370;17/01/2020;21/02/2020;MC1 FP 02/21/20 C430 Equity;MC1 FP 02/21/20 C390 Equity;02/21/20;02/21/20;0.22;24.7;6085.5
18/02/2020;379.67;400;360;17/01/2020;21/02/2020;MC1 FP 02/21/20 C430 Equity;MC1 FP 02/21/20 C390 Equity;02/21/20;02/21/20;0.08;19.33;6056.5
19/02/2020;389.14;410;370;17/01/2020;21/02/2020;MC1 FP 02/21/20 C430 Equity;MC1 FP 02/21/20 C390 Equity;02/21/20;02/21/20;0.41;29.15;6110
20/02/2020;380.55;400;360;17/01/2020;21/02/2020;MC1 FP 02/21/20 C430 Equity;MC1 FP 02/21/20 C390 Equity;02/21/20;02/21/20;0.05;20.2;6061.5
21/02/2020;375.63;390;360;17/01/2020;21/02/2020;MC1 FP 02/21/20 C430 Equity;MC1 FP 02/21/20 C390 Equity;02/21/20;02/21/20;#N/A N/A;#N/A N/A;6023
24/02/2020;358.12;380;340;21/02/2020;20/03/2020;MC1 FP 03/20/20 C390 Equity;MC1 FP 03/20/20 C360 Equity;03/20/20;03/20/20;11.14;31.05;5784
25/02/2020;352.92;370;340;21/02/2020;20/03/2020;MC1 FP 03/20/20 C390 Equity;MC1 FP 03/20/20 C360 Equity;03/20/20;03/20/20;8.21;26.32;5731.5
26/02/2020;357.75;380;340;21/02/2020;20/03/2020;MC1 FP 03/20/20 C390 Equity;MC1 FP 03/20/20 C360 Equity;03/20/20;03/20/20;8.74;29.21;5681.5
27/02/2020;343.45;360;330;21/02/2020;20/03/2020;MC1 FP 03/20/20 C390 Equity;MC1 FP 03/20/20 C360 Equity;03/20/20;03/20/20;5.39;20.22;5493
28/02/2020;344.38;360;330;21/02/2020;20/03/2020;MC1 FP 03/20/20 C390 Equity;MC1 FP 03/20/20 C360 Equity;03/20/20;03/20/20;7.2;22.39;5306.5
02/03/2020;349.25;370;330;21/02/2020;20/03/2020;MC1 FP 03/20/20 C390 Equity;MC1 FP 03/20/20 C360 Equity;03/20/20;03/20/20;7.47;25;5330.5
03/03/2020;350.42;370;330;21/02/2020;20/03/2020;MC1 FP 03/20/20 C390 Equity;MC1 FP 03/20/20 C360 Equity;03/20/20;03/20/20;6.24;23.85;5390
04/03/2020;357.71;380;340;21/02/2020;20/03/2020;MC1 FP 03/20/20 C390 Equity;MC1 FP 03/20/20 C360 Equity;03/20/20;03/20/20;8.62;29.09;5462
05/03/2020;347.82;370;330;21/02/2020;20/03/2020;MC1 FP 03/20/20 C390 Equity;MC1 FP 03/20/20 C360 Equity;03/20/20;03/20/20;5.14;21.75;5359.5
06/03/2020;334.63;350;320;21/02/2020;20/03/2020;MC1 FP 03/20/20 C390 Equity;MC1 FP 03/20/20 C360 Equity;03/20/20;03/20/20;2.84;14.53;5138
09/03/2020;313.87;330;300;21/02/2020;20/03/2020;MC1 FP 03/20/20 C390 Equity;MC1 FP 03/20/20 C360 Equity;03/20/20;03/20/20;0.69;5.58;4705.5
10/03/2020;310.9;330;300;21/02/2020;20/03/2020;MC1 FP 03/20/20 C390 Equity;MC1 FP 03/20/20 C360 Equity;03/20/20;03/20/20;0.58;4.65;4634
11/03/2020;306.58;320;290;21/02/2020;20/03/2020;MC1 FP 03/20/20 C390 Equity;MC1 FP 03/20/20 C360 Equity;03/20/20;03/20/20;0.19;2.8;4607.5
12/03/2020;279.98;290;270;21/02/2020;20/03/2020;MC1 FP 03/20/20 C390 Equity;MC1 FP 03/20/20 C360 Equity;03/20/20;03/20/20;0.12;0.81;4037
13/03/2020;292.42;310;280;21/02/2020;20/03/2020;MC1 FP 03/20/20 C390 Equity;MC1 FP 03/20/20 C360 Equity;03/20/20;03/20/20;0.23;1.98;4109
16/03/2020;276.36;290;260;21/02/2020;20/03/2020;MC1 FP 03/20/20 C390 Equity;MC1 FP 03/20/20 C360 Equity;03/20/20;03/20/20;0.51;1.64;3874.5
17/03/2020;289.03;300;270;21/02/2020;20/03/2020;MC1 FP 03/20/20 C390 Equity;MC1 FP 03/20/20 C360 Equity;03/20/20;03/20/20;0.07;0.67;3988
18/03/2020;267.4;280;250;21/02/2020;20/03/2020;MC1 FP 03/20/20 C390 Equity;MC1 FP 03/20/20 C360 Equity;03/20/20;03/20/20;0.01;0.02;3752.5
19/03/2020;273.9;290;260;21/02/2020;20/03/2020;MC1 FP 03/20/20 C390 Equity;MC1 FP 03/20/20 C360 Equity;03/20/20;03/20/20;0.01;0.01;3854
20/03/2020;288.8;300;270;21/02/2020;20/03/2020;MC1 FP 03/20/20 C390 Equity;MC1 FP 03/20/20 C360 Equity;03/20/20;03/20/20;#N/A N/A;#N/A N/A;4067
23/03/2020;289.17;300;270;20/03/2020;17/04/2020;MC1 FP 04/17/20 C300 Equity;MC1 FP 04/17/20 C270 Equity;04/17/20;04/17/20;25.06;#N/A Invalid Security;3896
24/03/2020;314.94;330;300;20/03/2020;17/04/2020;MC1 FP 04/17/20 C300 Equity;MC1 FP 04/17/20 C270 Equity;04/17/20;04/17/20;44.76;#N/A Invalid Security;4230.5
25/03/2020;337.55;350;320;20/03/2020;17/04/2020;MC1 FP 04/17/20 C300 Equity;MC1 FP 04/17/20 C270 Equity;04/17/20;04/17/20;66.67;#N/A Invalid Security;4423.5
26/03/2020;337.74;350;320;20/03/2020;17/04/2020;MC1 FP 04/17/20 C300 Equity;MC1 FP 04/17/20 C270 Equity;04/17/20;04/17/20;68.21;#N/A Invalid Security;4537
27/03/2020;317.26;330;300;20/03/2020;17/04/2020;MC1 FP 04/17/20 C300 Equity;MC1 FP 04/17/20 C270 Equity;04/17/20;04/17/20;50.3;#N/A Invalid Security;4343.5
30/03/2020;325.02;340;310;20/03/2020;17/04/2020;MC1 FP 04/17/20 C300 Equity;MC1 FP 04/17/20 C270 Equity;04/17/20;04/17/20;55.24;#N/A Invalid Security;4378.5
31/03/2020;314.29;330;300;20/03/2020;17/04/2020;MC1 FP 04/17/20 C300 Equity;MC1 FP 04/17/20 C270 Equity;04/17/20;04/17/20;43.89;#N/A Invalid Security;4395
01/04/2020;301.48;320;290;20/03/2020;17/04/2020;MC1 FP 04/17/20 C300 Equity;MC1 FP 04/17/20 C270 Equity;04/17/20;04/17/20;31.56;#N/A Invalid Security;4204.5
02/04/2020;302.13;320;290;20/03/2020;17/04/2020;MC1 FP 04/17/20 C300 Equity;MC1 FP 04/17/20 C270 Equity;04/17/20;04/17/20;31.45;#N/A Invalid Security;4218.5
03/04/2020;301.85;320;290;20/03/2020;17/04/2020;MC1 FP 04/17/20 C300 Equity;MC1 FP 04/17/20 C270 Equity;04/17/20;04/17/20;29.9;#N/A Invalid Security;4152.5
06/04/2020;315.5;330;300;20/03/2020;17/04/2020;MC1 FP 04/17/20 C300 Equity;MC1 FP 04/17/20 C270 Equity;04/17/20;04/17/20;41.72;#N/A Invalid Security;4344
07/04/2020;319.91;340;300;20/03/2020;17/04/2020;MC1 FP 04/17/20 C300 Equity;MC1 FP 04/17/20 C270 Equity;04/17/20;04/17/20;46.03;#N/A Invalid Security;4437
08/04/2020;318.7;330;300;20/03/2020;17/04/2020;MC1 FP 04/17/20 C300 Equity;MC1 FP 04/17/20 C270 Equity;04/17/20;04/17/20;44.54;#N/A Invalid Security;4441.5
09/04/2020;322.6;340;310;20/03/2020;17/04/2020;MC1 FP 04/17/20 C300 Equity;MC1 FP 04/17/20 C270 Equity;04/17/20;04/17/20;48.14;#N/A Invalid Security;4506
14/04/2020;326.88;340;310;20/03/2020;17/04/2020;MC1 FP 04/17/20 C300 Equity;MC1 FP 04/17/20 C270 Equity;04/17/20;04/17/20;52.17;#N/A Invalid Security;4523.5
15/04/2020;317.59;330;300;20/03/2020;17/04/2020;MC1 FP 04/17/20 C300 Equity;MC1 FP 04/17/20 C270 Equity;04/17/20;04/17/20;42.16;#N/A Invalid Security;4352.5
16/04/2020;318.33;330;300;20/03/2020;17/04/2020;MC1 FP 04/17/20 C300 Equity;MC1 FP 04/17/20 C270 Equity;04/17/20;04/17/20;42.82;#N/A Invalid Security;4349.5
17/04/2020;332.45;350;320;20/03/2020;17/04/2020;MC1 FP 04/17/20 C300 Equity;MC1 FP 04/17/20 C270 Equity;04/17/20;04/17/20;#N/A N/A;#N/A Invalid Security;4500.5
20/04/2020;334.72;350;320;17/04/2020;15/05/2020;MC1 FP 05/15/20 C350 Equity;MC1 FP 05/15/20 C320 Equity;05/15/20;05/15/20;20.58;44.4;4497.5
21/04/2020;325.02;340;310;17/04/2020;15/05/2020;MC1 FP 05/15/20 C350 Equity;MC1 FP 05/15/20 C320 Equity;05/15/20;05/15/20;15.45;36.46;4329
22/04/2020;328.22;340;310;17/04/2020;15/05/2020;MC1 FP 05/15/20 C350 Equity;MC1 FP 05/15/20 C320 Equity;05/15/20;05/15/20;15.87;38.08;4384
23/04/2020;323.76;340;310;17/04/2020;15/05/2020;MC1 FP 05/15/20 C350 Equity;MC1 FP 05/15/20 C320 Equity;05/15/20;05/15/20;12.02;33.05;4422
24/04/2020;316.52;330;300;17/04/2020;15/05/2020;MC1 FP 05/15/20 C350 Equity;MC1 FP 05/15/20 C320 Equity;05/15/20;05/15/20;7.9;26.53;4365
27/04/2020;325.9;340;310;17/04/2020;15/05/2020;MC1 FP 05/15/20 C350 Equity;MC1 FP 05/15/20 C320 Equity;05/15/20;05/15/20;10.68;33.49;4476
28/04/2020;331.52;350;310;17/04/2020;15/05/2020;MC1 FP 05/15/20 C350 Equity;MC1 FP 05/15/20 C320 Equity;05/15/20;05/15/20;13.11;38.4;4542
29/04/2020;334.12;350;320;17/04/2020;15/05/2020;MC1 FP 05/15/20 C350 Equity;MC1 FP 05/15/20 C320 Equity;05/15/20;05/15/20;14.81;40.95;4644
30/04/2020;327.29;340;310;17/04/2020;15/05/2020;MC1 FP 05/15/20 C350 Equity;MC1 FP 05/15/20 C320 Equity;05/15/20;05/15/20;10.14;34.25;4545.5
04/05/2020;314.39;330;300;17/04/2020;15/05/2020;MC1 FP 05/15/20 C350 Equity;MC1 FP 05/15/20 C320 Equity;05/15/20;05/15/20;2.92;21.25;4365
