Date;MC1 FP;OTM_Strike_CALL;OTM_Strike_PUT;Start Date;End Date;CALL_OPTION_TICKER;PUT_OPTION_TICKER;MATURITY_CALL;MATURITY_PUT;CALL_PRICE;PUT_PRICE;CF1 Index
27/07/2016;134.5;140;130;15/07/2016;19/08/2016;MC1 FP 08/19/16 C130 Equity;MC1 FP 08/19/16 C120 Equity;08/19/16;08/19/16;24.56;34.46;4446.5
28/07/2016;133.54;140;130;15/07/2016;19/08/2016;MC1 FP 08/19/16 C130 Equity;MC1 FP 08/19/16 C120 Equity;08/19/16;08/19/16;23.39;33.38;4421
29/07/2016;133.58;140;130;15/07/2016;19/08/2016;MC1 FP 08/19/16 C130 Equity;MC1 FP 08/19/16 C120 Equity;08/19/16;08/19/16;23.4;33.4;4439.5
01/08/2016;133.15;140;130;15/07/2016;19/08/2016;MC1 FP 08/19/16 C130 Equity;MC1 FP 08/19/16 C120 Equity;08/19/16;08/19/16;22.95;32.93;4408.5
02/08/2016;130.19;140;120;15/07/2016;19/08/2016;MC1 FP 08/19/16 C130 Equity;MC1 FP 08/19/16 C120 Equity;08/19/16;08/19/16;19.63;29.57;4327.5
03/08/2016;130.49;140;120;15/07/2016;19/08/2016;MC1 FP 08/19/16 C130 Equity;MC1 FP 08/19/16 C120 Equity;08/19/16;08/19/16;19.94;29.88;4321
04/08/2016;130.49;140;120;15/07/2016;19/08/2016;MC1 FP 08/19/16 C130 Equity;MC1 FP 08/19/16 C120 Equity;08/19/16;08/19/16;19.97;29.9;4345
05/08/2016;133.58;140;130;15/07/2016;19/08/2016;MC1 FP 08/19/16 C130 Equity;MC1 FP 08/19/16 C120 Equity;08/19/16;08/19/16;23.41;33.4;4410.5
08/08/2016;132.37;140;130;15/07/2016;19/08/2016;MC1 FP 08/19/16 C130 Equity;MC1 FP 08/19/16 C120 Equity;08/19/16;08/19/16;22;32;4415.5
09/08/2016;133.76;140;130;15/07/2016;19/08/2016;MC1 FP 08/19/16 C130 Equity;MC1 FP 08/19/16 C120 Equity;08/19/16;08/19/16;23.65;33.65;4468.5
10/08/2016;133.28;140;130;15/07/2016;19/08/2016;MC1 FP 08/19/16 C130 Equity;MC1 FP 08/19/16 C120 Equity;08/19/16;08/19/16;23.11;33.11;4452.5
11/08/2016;136.02;140;130;15/07/2016;19/08/2016;MC1 FP 08/19/16 C130 Equity;MC1 FP 08/19/16 C120 Equity;08/19/16;08/19/16;26.24;36.25;4504
12/08/2016;138.11;150;130;15/07/2016;19/08/2016;MC1 FP 08/19/16 C130 Equity;MC1 FP 08/19/16 C120 Equity;08/19/16;08/19/16;28.65;38.65;4500.5
15/08/2016;138.2;150;130;15/07/2016;19/08/2016;MC1 FP 08/19/16 C130 Equity;MC1 FP 08/19/16 C120 Equity;08/19/16;08/19/16;28.7;38.7;4498
16/08/2016;136.85;140;130;15/07/2016;19/08/2016;MC1 FP 08/19/16 C130 Equity;MC1 FP 08/19/16 C120 Equity;08/19/16;08/19/16;27.16;37.16;4461
17/08/2016;135.89;140;130;15/07/2016;19/08/2016;MC1 FP 08/19/16 C130 Equity;MC1 FP 08/19/16 C120 Equity;08/19/16;08/19/16;26.05;36.05;4418
18/08/2016;137.07;140;130;15/07/2016;19/08/2016;MC1 FP 08/19/16 C130 Equity;MC1 FP 08/19/16 C120 Equity;08/19/16;08/19/16;27.4;37.4;4437
19/08/2016;136.76;140;130;15/07/2016;19/08/2016;MC1 FP 08/19/16 C130 Equity;MC1 FP 08/19/16 C120 Equity;08/19/16;08/19/16;27.05;37.05;4378.6
22/08/2016;135.98;140;130;19/08/2016;16/09/2016;MC1 FP 09/16/16 C140 Equity;MC1 FP 09/16/16 C130 Equity;09/16/16;09/16/16;16.48;26.23;4388.5
23/08/2016;136.63;140;130;19/08/2016;16/09/2016;MC1 FP 09/16/16 C140 Equity;MC1 FP 09/16/16 C130 Equity;09/16/16;09/16/16;17.11;26.98;4421
24/08/2016;136.98;140;130;19/08/2016;16/09/2016;MC1 FP 09/16/16 C140 Equity;MC1 FP 09/16/16 C130 Equity;09/16/16;09/16/16;17.48;27.33;4435
25/08/2016;135.5;140;130;19/08/2016;16/09/2016;MC1 FP 09/16/16 C140 Equity;MC1 FP 09/16/16 C130 Equity;09/16/16;09/16/16;15.82;25.6;4406
26/08/2016;135.76;140;130;19/08/2016;16/09/2016;MC1 FP 09/16/16 C140 Equity;MC1 FP 09/16/16 C130 Equity;09/16/16;09/16/16;16.02;25.92;4441.5
29/08/2016;135.41;140;130;19/08/2016;16/09/2016;MC1 FP 09/16/16 C140 Equity;MC1 FP 09/16/16 C130 Equity;09/16/16;09/16/16;15.61;25.51;4424
30/08/2016;134.76;140;130;19/08/2016;16/09/2016;MC1 FP 09/16/16 C140 Equity;MC1 FP 09/16/16 C130 Equity;09/16/16;09/16/16;14.87;24.77;4457
31/08/2016;132.1;140;130;19/08/2016;16/09/2016;MC1 FP 09/16/16 C140 Equity;MC1 FP 09/16/16 C130 Equity;09/16/16;09/16/16;12;21.76;4438
01/09/2016;132.89;140;130;19/08/2016;16/09/2016;MC1 FP 09/16/16 C140 Equity;MC1 FP 09/16/16 C130 Equity;09/16/16;09/16/16;12.79;22.63;4439.5
02/09/2016;136.02;140;130;19/08/2016;16/09/2016;MC1 FP 09/16/16 C140 Equity;MC1 FP 09/16/16 C130 Equity;09/16/16;09/16/16;16.27;26.21;4542.5
05/09/2016;135.37;140;130;19/08/2016;16/09/2016;MC1 FP 09/16/16 C140 Equity;MC1 FP 09/16/16 C130 Equity;09/16/16;09/16/16;15.52;25.53;4541
06/09/2016;135.98;140;130;19/08/2016;16/09/2016;MC1 FP 09/16/16 C140 Equity;MC1 FP 09/16/16 C130 Equity;09/16/16;09/16/16;16.19;26.15;4529.5
07/09/2016;136.24;140;130;19/08/2016;16/09/2016;MC1 FP 09/16/16 C140 Equity;MC1 FP 09/16/16 C130 Equity;09/16/16;09/16/16;16.47;26.45;4557.5
08/09/2016;134.19;140;130;19/08/2016;16/09/2016;MC1 FP 09/16/16 C140 Equity;MC1 FP 09/16/16 C130 Equity;09/16/16;09/16/16;14.23;24.16;4542
09/09/2016;132.54;140;130;19/08/2016;16/09/2016;MC1 FP 09/16/16 C140 Equity;MC1 FP 09/16/16 C130 Equity;09/16/16;09/16/16;12.22;22.27;4491.5
12/09/2016;132.37;140;130;19/08/2016;16/09/2016;MC1 FP 09/16/16 C140 Equity;MC1 FP 09/16/16 C130 Equity;09/16/16;09/16/16;12.04;22;4439.5
13/09/2016;131.32;140;120;19/08/2016;16/09/2016;MC1 FP 09/16/16 C140 Equity;MC1 FP 09/16/16 C130 Equity;09/16/16;09/16/16;10.84;20.8;4386.5
14/09/2016;128.36;130;120;19/08/2016;16/09/2016;MC1 FP 09/16/16 C140 Equity;MC1 FP 09/16/16 C130 Equity;09/16/16;09/16/16;7.42;17.4;4369.5
15/09/2016;128.58;140;120;19/08/2016;16/09/2016;MC1 FP 09/16/16 C140 Equity;MC1 FP 09/16/16 C130 Equity;09/16/16;09/16/16;7.65;17.65;4372.5
16/09/2016;127.71;130;120;19/08/2016;16/09/2016;MC1 FP 09/16/16 C140 Equity;MC1 FP 09/16/16 C130 Equity;09/16/16;09/16/16;6.65;16.65;4326.6
19/09/2016;129.8;140;120;16/09/2016;21/10/2016;MC1 FP 10/21/16 C130 Equity;MC1 FP 10/21/16 C120 Equity;10/21/16;10/21/16;19.42;29.12;4382
20/09/2016;130.67;140;120;16/09/2016;21/10/2016;MC1 FP 10/21/16 C130 Equity;MC1 FP 10/21/16 C120 Equity;10/21/16;10/21/16;20.36;30.11;4376.5
21/09/2016;130.8;140;120;16/09/2016;21/10/2016;MC1 FP 10/21/16 C130 Equity;MC1 FP 10/21/16 C120 Equity;10/21/16;10/21/16;20.48;30.25;4398
22/09/2016;134.28;140;130;16/09/2016;21/10/2016;MC1 FP 10/21/16 C130 Equity;MC1 FP 10/21/16 C120 Equity;10/21/16;10/21/16;24.27;34.2;4498.5
23/09/2016;133.89;140;130;16/09/2016;21/10/2016;MC1 FP 10/21/16 C130 Equity;MC1 FP 10/21/16 C120 Equity;10/21/16;10/21/16;23.85;33.76;4477.5
26/09/2016;132.15;140;130;16/09/2016;21/10/2016;MC1 FP 10/21/16 C130 Equity;MC1 FP 10/21/16 C120 Equity;10/21/16;10/21/16;21.86;31.75;4395.5
27/09/2016;132.24;140;130;16/09/2016;21/10/2016;MC1 FP 10/21/16 C130 Equity;MC1 FP 10/21/16 C120 Equity;10/21/16;10/21/16;22;31.86;4394
28/09/2016;132.71;140;130;16/09/2016;21/10/2016;MC1 FP 10/21/16 C130 Equity;MC1 FP 10/21/16 C120 Equity;10/21/16;10/21/16;22.5;32.4;4428.5
29/09/2016;131.23;140;120;16/09/2016;21/10/2016;MC1 FP 10/21/16 C130 Equity;MC1 FP 10/21/16 C120 Equity;10/21/16;10/21/16;20.93;30.71;4439.5
30/09/2016;132.19;140;130;16/09/2016;21/10/2016;MC1 FP 10/21/16 C130 Equity;MC1 FP 10/21/16 C120 Equity;10/21/16;10/21/16;21.89;31.8;4443.5
03/10/2016;132.37;140;130;16/09/2016;21/10/2016;MC1 FP 10/21/16 C130 Equity;MC1 FP 10/21/16 C120 Equity;10/21/16;10/21/16;22.07;32;4448.5
04/10/2016;136.37;140;130;16/09/2016;21/10/2016;MC1 FP 10/21/16 C130 Equity;MC1 FP 10/21/16 C120 Equity;10/21/16;10/21/16;26.61;36.6;4499
05/10/2016;136.07;140;130;16/09/2016;21/10/2016;MC1 FP 10/21/16 C130 Equity;MC1 FP 10/21/16 C120 Equity;10/21/16;10/21/16;26.27;36.25;4485.5
06/10/2016;134.98;140;130;16/09/2016;21/10/2016;MC1 FP 10/21/16 C130 Equity;MC1 FP 10/21/16 C120 Equity;10/21/16;10/21/16;25.02;35;4476
07/10/2016;135.33;140;130;16/09/2016;21/10/2016;MC1 FP 10/21/16 C130 Equity;MC1 FP 10/21/16 C120 Equity;10/21/16;10/21/16;25.41;35.4;4446
10/10/2016;136.76;140;130;16/09/2016;21/10/2016;MC1 FP 10/21/16 C130 Equity;MC1 FP 10/21/16 C120 Equity;10/21/16;10/21/16;27.07;37.05;4493
11/10/2016;142.9;150;140;16/09/2016;21/10/2016;MC1 FP 10/21/16 C130 Equity;MC1 FP 10/21/16 C120 Equity;10/21/16;10/21/16;34.1;44.1;4467.5
12/10/2016;143.12;150;140;16/09/2016;21/10/2016;MC1 FP 10/21/16 C130 Equity;MC1 FP 10/21/16 C120 Equity;10/21/16;10/21/16;34.35;44.35;4451.5
13/10/2016;141.94;150;130;16/09/2016;21/10/2016;MC1 FP 10/21/16 C130 Equity;MC1 FP 10/21/16 C120 Equity;10/21/16;10/21/16;33;43;4404.5
14/10/2016;145.25;150;140;16/09/2016;21/10/2016;MC1 FP 10/21/16 C130 Equity;MC1 FP 10/21/16 C120 Equity;10/21/16;10/21/16;36.8;46.8;4471
17/10/2016;144.03;150;140;16/09/2016;21/10/2016;MC1 FP 10/21/16 C130 Equity;MC1 FP 10/21/16 C120 Equity;10/21/16;10/21/16;35.4;45.4;4450
18/10/2016;144.82;150;140;16/09/2016;21/10/2016;MC1 FP 10/21/16 C130 Equity;MC1 FP 10/21/16 C120 Equity;10/21/16;10/21/16;36.3;46.3;4509
19/10/2016;145.73;150;140;16/09/2016;21/10/2016;MC1 FP 10/21/16 C130 Equity;MC1 FP 10/21/16 C120 Equity;10/21/16;10/21/16;37.35;47.35;4520
20/10/2016;146.39;150;140;16/09/2016;21/10/2016;MC1 FP 10/21/16 C130 Equity;MC1 FP 10/21/16 C120 Equity;10/21/16;10/21/16;38.1;48.1;4539.5
21/10/2016;145.56;150;140;16/09/2016;21/10/2016;MC1 FP 10/21/16 C130 Equity;MC1 FP 10/21/16 C120 Equity;10/21/16;10/21/16;37.15;47.15;4520.9
24/10/2016;146.3;150;140;21/10/2016;18/11/2016;MC1 FP 11/18/16 C150 Equity;MC1 FP 11/18/16 C140 Equity;11/18/16;11/18/16;18.26;28.06;4550
25/10/2016;145.34;150;140;21/10/2016;18/11/2016;MC1 FP 11/18/16 C150 Equity;MC1 FP 11/18/16 C140 Equity;11/18/16;11/18/16;17.17;26.97;4538.5
26/10/2016;146.34;150;140;21/10/2016;18/11/2016;MC1 FP 11/18/16 C150 Equity;MC1 FP 11/18/16 C140 Equity;11/18/16;11/18/16;18.29;28.12;4532
27/10/2016;146.3;150;140;21/10/2016;18/11/2016;MC1 FP 11/18/16 C150 Equity;MC1 FP 11/18/16 C140 Equity;11/18/16;11/18/16;18.24;28.06;4531
28/10/2016;146.26;150;140;21/10/2016;18/11/2016;MC1 FP 11/18/16 C150 Equity;MC1 FP 11/18/16 C140 Equity;11/18/16;11/18/16;18.17;28;4545.5
31/10/2016;144.17;150;140;21/10/2016;18/11/2016;MC1 FP 11/18/16 C150 Equity;MC1 FP 11/18/16 C140 Equity;11/18/16;11/18/16;15.89;25.61;4506.5
01/11/2016;143.82;150;140;21/10/2016;18/11/2016;MC1 FP 11/18/16 C150 Equity;MC1 FP 11/18/16 C140 Equity;11/18/16;11/18/16;15.52;25.22;4467
02/11/2016;141.73;150;130;21/10/2016;18/11/2016;MC1 FP 11/18/16 C150 Equity;MC1 FP 11/18/16 C140 Equity;11/18/16;11/18/16;13.24;22.85;4411.5
03/11/2016;141.86;150;130;21/10/2016;18/11/2016;MC1 FP 11/18/16 C150 Equity;MC1 FP 11/18/16 C140 Equity;11/18/16;11/18/16;13.41;23.01;4409
04/11/2016;140.81;150;130;21/10/2016;18/11/2016;MC1 FP 11/18/16 C150 Equity;MC1 FP 11/18/16 C140 Equity;11/18/16;11/18/16;12.36;21.83;4374
07/11/2016;143.03;150;140;21/10/2016;18/11/2016;MC1 FP 11/18/16 C150 Equity;MC1 FP 11/18/16 C140 Equity;11/18/16;11/18/16;14.64;24.32;4456
08/11/2016;144.69;150;140;21/10/2016;18/11/2016;MC1 FP 11/18/16 C150 Equity;MC1 FP 11/18/16 C140 Equity;11/18/16;11/18/16;16.45;26.19;4476
09/11/2016;144.21;150;140;21/10/2016;18/11/2016;MC1 FP 11/18/16 C150 Equity;MC1 FP 11/18/16 C140 Equity;11/18/16;11/18/16;15.69;25.62;4542.5
10/11/2016;141.55;150;130;21/10/2016;18/11/2016;MC1 FP 11/18/16 C150 Equity;MC1 FP 11/18/16 C140 Equity;11/18/16;11/18/16;12.73;22.57;4530.5
11/11/2016;141.07;150;130;21/10/2016;18/11/2016;MC1 FP 11/18/16 C150 Equity;MC1 FP 11/18/16 C140 Equity;11/18/16;11/18/16;12.15;22.02;4489.5
14/11/2016;141.68;150;130;21/10/2016;18/11/2016;MC1 FP 11/18/16 C150 Equity;MC1 FP 11/18/16 C140 Equity;11/18/16;11/18/16;12.78;22.7;4508.5
15/11/2016;144.38;150;140;21/10/2016;18/11/2016;MC1 FP 11/18/16 C150 Equity;MC1 FP 11/18/16 C140 Equity;11/18/16;11/18/16;15.8;25.8;4536.5
16/11/2016;141.51;150;130;21/10/2016;18/11/2016;MC1 FP 11/18/16 C150 Equity;MC1 FP 11/18/16 C140 Equity;11/18/16;11/18/16;12.51;22.5;4501
17/11/2016;144.17;150;140;21/10/2016;18/11/2016;MC1 FP 11/18/16 C150 Equity;MC1 FP 11/18/16 C140 Equity;11/18/16;11/18/16;15.55;25.55;4528
18/11/2016;143.9;150;140;21/10/2016;18/11/2016;MC1 FP 11/18/16 C150 Equity;MC1 FP 11/18/16 C140 Equity;11/18/16;11/18/16;15.25;25.25;4502.6
21/11/2016;146.56;150;140;18/11/2016;16/12/2016;MC1 FP 12/16/16 C150 Equity;MC1 FP 12/16/16 C140 Equity;12/16/16;12/16/16;18.33;28.3;4524
22/11/2016;146.39;150;140;18/11/2016;16/12/2016;MC1 FP 12/16/16 C150 Equity;MC1 FP 12/16/16 C140 Equity;12/16/16;12/16/16;18.12;28.1;4543.5
23/11/2016;145.65;150;140;18/11/2016;16/12/2016;MC1 FP 12/16/16 C150 Equity;MC1 FP 12/16/16 C140 Equity;12/16/16;12/16/16;17.26;27.25;4524
24/11/2016;146.52;150;140;18/11/2016;16/12/2016;MC1 FP 12/16/16 C150 Equity;MC1 FP 12/16/16 C140 Equity;12/16/16;12/16/16;18.25;28.25;4538
25/11/2016;147.17;150;140;18/11/2016;16/12/2016;MC1 FP 12/16/16 C150 Equity;MC1 FP 12/16/16 C140 Equity;12/16/16;12/16/16;19;29;4545
28/11/2016;145.86;150;140;18/11/2016;16/12/2016;MC1 FP 12/16/16 C150 Equity;MC1 FP 12/16/16 C140 Equity;12/16/16;12/16/16;17.5;27.5;4506
29/11/2016;149.95;160;140;18/11/2016;16/12/2016;MC1 FP 12/16/16 C150 Equity;MC1 FP 12/16/16 C140 Equity;12/16/16;12/16/16;20.91;30.82;4549.5
30/11/2016;150.78;160;140;18/11/2016;16/12/2016;MC1 FP 12/16/16 C150 Equity;MC1 FP 12/16/16 C140 Equity;12/16/16;12/16/16;21.8;31.73;4576
01/12/2016;149.77;160;140;18/11/2016;16/12/2016;MC1 FP 12/16/16 C150 Equity;MC1 FP 12/16/16 C140 Equity;12/16/16;12/16/16;20.67;30.58;4558.5
02/12/2016;148.54;160;140;18/11/2016;16/12/2016;MC1 FP 12/16/16 C150 Equity;MC1 FP 12/16/16 C140 Equity;12/16/16;12/16/16;19.29;29.2;4526.5
05/12/2016;150.25;160;140;18/11/2016;16/12/2016;MC1 FP 12/16/16 C150 Equity;MC1 FP 12/16/16 C140 Equity;12/16/16;12/16/16;21.16;31.11;4573
06/12/2016;152.01;160;140;18/11/2016;16/12/2016;MC1 FP 12/16/16 C150 Equity;MC1 FP 12/16/16 C140 Equity;12/16/16;12/16/16;23.13;33.1;4631
07/12/2016;154.29;160;150;18/11/2016;16/12/2016;MC1 FP 12/16/16 C150 Equity;MC1 FP 12/16/16 C140 Equity;12/16/16;12/16/16;25.72;35.7;4694.5
08/12/2016;155.04;160;150;18/11/2016;16/12/2016;MC1 FP 12/16/16 C150 Equity;MC1 FP 12/16/16 C140 Equity;12/16/16;12/16/16;26.56;36.55;4735
09/12/2016;154.65;160;150;18/11/2016;16/12/2016;MC1 FP 12/16/16 C150 Equity;MC1 FP 12/16/16 C140 Equity;12/16/16;12/16/16;26.1;36.1;4763.5
12/12/2016;154.69;160;150;18/11/2016;16/12/2016;MC1 FP 12/16/16 C150 Equity;MC1 FP 12/16/16 C140 Equity;12/16/16;12/16/16;26.15;36.15;4761
13/12/2016;156.23;160;150;18/11/2016;16/12/2016;MC1 FP 12/16/16 C150 Equity;MC1 FP 12/16/16 C140 Equity;12/16/16;12/16/16;27.9;37.9;4804
14/12/2016;155;160;150;18/11/2016;16/12/2016;MC1 FP 12/16/16 C150 Equity;MC1 FP 12/16/16 C140 Equity;12/16/16;12/16/16;26.5;36.5;4769.5
15/12/2016;156.09;160;150;18/11/2016;16/12/2016;MC1 FP 12/16/16 C150 Equity;MC1 FP 12/16/16 C140 Equity;12/16/16;12/16/16;27.75;37.75;4819.5
16/12/2016;157.37;170;150;18/11/2016;16/12/2016;MC1 FP 12/16/16 C150 Equity;MC1 FP 12/16/16 C140 Equity;12/16/16;12/16/16;29.2;39.2;4838.3
19/12/2016;157.37;170;150;16/12/2016;20/01/2017;MC1 FP 01/20/17 C170 Equity;MC1 FP 01/20/17 C150 Equity;01/20/17;01/20/17;10.57;29.36;4817
20/12/2016;157.19;170;150;16/12/2016;20/01/2017;MC1 FP 01/20/17 C170 Equity;MC1 FP 01/20/17 C150 Equity;01/20/17;01/20/17;10.31;29.14;4844
21/12/2016;157.72;170;150;16/12/2016;20/01/2017;MC1 FP 01/20/17 C170 Equity;MC1 FP 01/20/17 C150 Equity;01/20/17;01/20/17;10.67;29.69;4835
22/12/2016;157.85;170;150;16/12/2016;20/01/2017;MC1 FP 01/20/17 C170 Equity;MC1 FP 01/20/17 C150 Equity;01/20/17;01/20/17;10.76;29.84;4836
23/12/2016;157.46;170;150;16/12/2016;20/01/2017;MC1 FP 01/20/17 C170 Equity;MC1 FP 01/20/17 C150 Equity;01/20/17;01/20/17;10.36;29.38;4840.5
27/12/2016;158.03;170;150;16/12/2016;20/01/2017;MC1 FP 01/20/17 C170 Equity;MC1 FP 01/20/17 C150 Equity;01/20/17;01/20/17;10.82;30.03;4850
28/12/2016;158.82;170;150;16/12/2016;20/01/2017;MC1 FP 01/20/17 C170 Equity;MC1 FP 01/20/17 C150 Equity;01/20/17;01/20/17;11.54;30.9;4849
29/12/2016;157.54;170;150;16/12/2016;20/01/2017;MC1 FP 01/20/17 C170 Equity;MC1 FP 01/20/17 C150 Equity;01/20/17;01/20/17;10.25;29.42;4840
30/12/2016;159.3;170;150;16/12/2016;20/01/2017;MC1 FP 01/20/17 C170 Equity;MC1 FP 01/20/17 C150 Equity;01/20/17;01/20/17;11.97;31.42;4863
02/01/2017;159.65;170;150;16/12/2016;20/01/2017;MC1 FP 01/20/17 C170 Equity;MC1 FP 01/20/17 C150 Equity;01/20/17;01/20/17;12.26;31.83;4882.5
03/01/2017;157.81;170;150;16/12/2016;20/01/2017;MC1 FP 01/20/17 C170 Equity;MC1 FP 01/20/17 C150 Equity;01/20/17;01/20/17;10.32;29.73;4898
04/01/2017;156.4;160;150;16/12/2016;20/01/2017;MC1 FP 01/20/17 C170 Equity;MC1 FP 01/20/17 C150 Equity;01/20/17;01/20/17;8.82;28.11;4898.5
05/01/2017;155.39;160;150;16/12/2016;20/01/2017;MC1 FP 01/20/17 C170 Equity;MC1 FP 01/20/17 C150 Equity;01/20/17;01/20/17;7.69;26.99;4900
06/01/2017;157.41;170;150;16/12/2016;20/01/2017;MC1 FP 01/20/17 C170 Equity;MC1 FP 01/20/17 C150 Equity;01/20/17;01/20/17;9.64;29.27;4909
09/01/2017;158.9;170;150;16/12/2016;20/01/2017;MC1 FP 01/20/17 C170 Equity;MC1 FP 01/20/17 C150 Equity;01/20/17;01/20/17;11.11;30.95;4886.5
10/01/2017;159.04;170;150;16/12/2016;20/01/2017;MC1 FP 01/20/17 C170 Equity;MC1 FP 01/20/17 C150 Equity;01/20/17;01/20/17;11.25;31.11;4887
11/01/2017;160.92;170;150;16/12/2016;20/01/2017;MC1 FP 01/20/17 C170 Equity;MC1 FP 01/20/17 C150 Equity;01/20/17;01/20/17;13.33;33.25;4888
12/01/2017;163.82;170;160;16/12/2016;20/01/2017;MC1 FP 01/20/17 C170 Equity;MC1 FP 01/20/17 C150 Equity;01/20/17;01/20/17;16.58;36.55;4863
13/01/2017;165.93;170;160;16/12/2016;20/01/2017;MC1 FP 01/20/17 C170 Equity;MC1 FP 01/20/17 C150 Equity;01/20/17;01/20/17;18.96;38.95;4921.5
16/01/2017;164.7;170;160;16/12/2016;20/01/2017;MC1 FP 01/20/17 C170 Equity;MC1 FP 01/20/17 C150 Equity;01/20/17;01/20/17;17.55;37.55;4882
17/01/2017;164.09;170;160;16/12/2016;20/01/2017;MC1 FP 01/20/17 C170 Equity;MC1 FP 01/20/17 C150 Equity;01/20/17;01/20/17;16.85;36.85;4860
18/01/2017;165.18;170;160;16/12/2016;20/01/2017;MC1 FP 01/20/17 C170 Equity;MC1 FP 01/20/17 C150 Equity;01/20/17;01/20/17;18.1;38.1;4853.5
19/01/2017;166.85;180;160;16/12/2016;20/01/2017;MC1 FP 01/20/17 C170 Equity;MC1 FP 01/20/17 C150 Equity;01/20/17;01/20/17;20;40;4840.5
20/01/2017;167.69;180;160;16/12/2016;20/01/2017;MC1 FP 01/20/17 C170 Equity;MC1 FP 01/20/17 C150 Equity;01/20/17;01/20/17;20.95;40.95;4860.5
23/01/2017;167.16;180;160;20/01/2017;17/02/2017;MC1 FP 02/17/17 C180 Equity;MC1 FP 02/17/17 C160 Equity;02/17/17;02/17/17;12.26;30.6;4819.5
24/01/2017;166.02;170;160;20/01/2017;17/02/2017;MC1 FP 02/17/17 C180 Equity;MC1 FP 02/17/17 C160 Equity;02/17/17;02/17/17;11.16;29.3;4827.5
25/01/2017;168.08;180;160;20/01/2017;17/02/2017;MC1 FP 02/17/17 C180 Equity;MC1 FP 02/17/17 C160 Equity;02/17/17;02/17/17;13.04;31.58;4875
26/01/2017;167.25;180;160;20/01/2017;17/02/2017;MC1 FP 02/17/17 C180 Equity;MC1 FP 02/17/17 C160 Equity;02/17/17;02/17/17;12.76;30.7;4864.5
27/01/2017;164.09;170;160;20/01/2017;17/02/2017;MC1 FP 02/17/17 C180 Equity;MC1 FP 02/17/17 C160 Equity;02/17/17;02/17/17;7.93;26.87;4837.5
30/01/2017;161.89;170;150;20/01/2017;17/02/2017;MC1 FP 02/17/17 C180 Equity;MC1 FP 02/17/17 C160 Equity;02/17/17;02/17/17;5.9;24.42;4782.5
31/01/2017;163.87;170;160;20/01/2017;17/02/2017;MC1 FP 02/17/17 C180 Equity;MC1 FP 02/17/17 C160 Equity;02/17/17;02/17/17;7.64;26.62;4747.5
01/02/2017;165.1;170;160;20/01/2017;17/02/2017;MC1 FP 02/17/17 C180 Equity;MC1 FP 02/17/17 C160 Equity;02/17/17;02/17/17;8.65;28.01;4793.5
02/02/2017;164.66;170;160;20/01/2017;17/02/2017;MC1 FP 02/17/17 C180 Equity;MC1 FP 02/17/17 C160 Equity;02/17/17;02/17/17;8.14;27.51;4792
03/02/2017;165.93;170;160;20/01/2017;17/02/2017;MC1 FP 02/17/17 C180 Equity;MC1 FP 02/17/17 C160 Equity;02/17/17;02/17/17;9.34;28.95;4823
06/02/2017;162.59;170;150;20/01/2017;17/02/2017;MC1 FP 02/17/17 C180 Equity;MC1 FP 02/17/17 C160 Equity;02/17/17;02/17/17;6.06;25.15;4776.5
07/02/2017;161.98;170;150;20/01/2017;17/02/2017;MC1 FP 02/17/17 C180 Equity;MC1 FP 02/17/17 C160 Equity;02/17/17;02/17/17;5.39;24.46;4753.5
08/02/2017;160.13;170;150;20/01/2017;17/02/2017;MC1 FP 02/17/17 C180 Equity;MC1 FP 02/17/17 C160 Equity;02/17/17;02/17/17;3.69;22.37;4765.5
09/02/2017;162.9;170;150;20/01/2017;17/02/2017;MC1 FP 02/17/17 C180 Equity;MC1 FP 02/17/17 C160 Equity;02/17/17;02/17/17;5.95;25.5;4825.5
10/02/2017;162.55;170;150;20/01/2017;17/02/2017;MC1 FP 02/17/17 C180 Equity;MC1 FP 02/17/17 C160 Equity;02/17/17;02/17/17;5.47;25.1;4827.5
13/02/2017;166.68;180;160;20/01/2017;17/02/2017;MC1 FP 02/17/17 C180 Equity;MC1 FP 02/17/17 C160 Equity;02/17/17;02/17/17;9.92;29.8;4888.5
14/02/2017;166.98;180;160;20/01/2017;17/02/2017;MC1 FP 02/17/17 C180 Equity;MC1 FP 02/17/17 C160 Equity;02/17/17;02/17/17;10.16;30.15;4896
15/02/2017;165.71;170;160;20/01/2017;17/02/2017;MC1 FP 02/17/17 C180 Equity;MC1 FP 02/17/17 C160 Equity;02/17/17;02/17/17;8.71;28.7;4924.5
16/02/2017;166.59;170;160;20/01/2017;17/02/2017;MC1 FP 02/17/17 C180 Equity;MC1 FP 02/17/17 C160 Equity;02/17/17;02/17/17;9.7;29.7;4899.5
17/02/2017;164.09;170;160;20/01/2017;17/02/2017;MC1 FP 02/17/17 C180 Equity;MC1 FP 02/17/17 C160 Equity;02/17/17;02/17/17;6.85;26.85;4849.7
20/02/2017;165.18;170;160;17/02/2017;17/03/2017;MC1 FP 03/17/17 C170 Equity;MC1 FP 03/17/17 C160 Equity;03/17/17;03/17/17;18.38;28.18;4863
21/02/2017;166.85;180;160;17/02/2017;17/03/2017;MC1 FP 03/17/17 C170 Equity;MC1 FP 03/17/17 C160 Equity;03/17/17;03/17/17;20.2;30.06;4887
